review,sentiment
2022/7/29三個人60分鐘結帳$1800.-，賓主盡歡！,positive
"一個人也可以吃的很開心
辣味增拉麵好吃，跟在日本吃的味道相同。",positive
"我真的算是蠻長吃壽司郎的….有時誇張一點一個月吃3-4次吧…
從第一次吃一直到現在…不覺得服務品質不好過…但也沒好過…反正記憶點絕對不會是服務人員…

我一直都知道集點要從紙本轉換成電子…
店家也一直有推廣…但從來沒有告知過使用方法
以前結帳都會主動詢問需要集點嗎？
昨天付款的時候…我正問著如何集點…
店員就刷了…我也沒多想
直到他回覆…你有報到嗎？
我說：我是現場候位…
店員：反正發票出來了，也來不及了，下次記得要app定位，然候報到，然候結完帳之後點數就會進去

這一連串的回應讓我覺得無言…
結帳人員沒有詢問是否集點的需要
帶位人員也沒有先說明需要報到才能集點的規則
公司換集點方應該推廣應該說明一下吧
總之給我的感受不是非常好",negative
很少吃這類的食物好美味的壽司，起司條好香啊脆又Q,positive
用餐環境好 記得提前app訂位 較不用久候,positive
"週日晚上現場候位等了約50分
生魚片系列好吃 價格實惠",positive
環境乾淨整潔 疫情的關心 有乾淨的隔板 送餐快速 好吃 下次會再光顧👍 …,positive
"新鮮好吃。
蝦特別好吃，抹茶好喝",positive
西門店限定特大腹特價，週邊好停機車，壽司郎的味道一樣,positive
比爭鮮好吃！！價位高一點點,positive
跟日本比差太多了，食材明顯縮水，飯是喂小雞的嗎？一點點而已，貴死人了，明顯把台灣人民當白痴！,negative
"櫛瓜天婦羅裡面有頭髮，可樂杯緣有沒洗乾淨的口紅印，疫情期間這樣的衛生狀況實在讓人不敢恭維，人來人往生意非常好，忙不過來出餐稍慢、轉盤上壽司選擇少都還能體諒，但這麼知名的連鎖企業，衛生部分的表現真的蠻糟糕的。
都有跟服務員反應並換上新的餐點，但並沒有被補償的感覺，感覺不太好，在心中的印象大打折扣，不會再去這間店光顧了。
（而且今天的壽司飯很散，轉盤上的壽司好幾盤是倒的、散的，拿下來吃的壽司也隨便一夾就解體了。）",negative
菜色多樣化 座位蠻多且舒適,positive
東西還算不錯，但是價格不親民,positive
我算是幾乎一個月都會來吃兩三次的常客吧 西門店的食物水準一直以來都算不錯 其實蠻推薦非餐期來吃的 吃的到食物的品質 餐期時間可能來客數多 有時餐點口味會不如來的預期 整體來說表現不錯 服務人員態度也蠻友善的,positive
壽司郎很好吃 免費的抹茶粉很捨得,positive
員工許哲維膚況非常完美而且人非常非常有耐心！非常有服務熱忱！！！問產品問題問很久，又問扭蛋問題，都很耐心回應！！！績優員工第一名🥇！！！會常常來用餐！！！,positive
"食材算新鮮 送餐速度快
選擇較多 食材也比較大
還不錯吃",positive
平價又好吃，尤其豚骨拉麵超級好吃！,positive
線上抽號碼牌的部分時間僅供參考，今天在路上先抽了等待十分鐘的號碼，花十分鐘到達現場後又再等了20分鐘，今天的甜蝦有不太新鮮的味道，拉麵的麵條很硬湯頭很稠不推，結帳時明明活動有贈送禮品，客人沒提起結帳的小姐也不會提起，所以就沒有領到了！😰😰,negative
還不錯吃，最好是現場吃，外帶不建議。,positive
"➳壽司郎

由專業壽司師傅起家的迴轉壽司壽司郎
是喜愛吃壽司的人絕不能錯過的一間店

在日本家庭料理中最常見的握壽司
非豆皮壽司莫屬啦

被稱為稻荷壽司的它
濕潤柔軟的豆皮
甜甜的滋味 是家人的最愛

雖然是款很普通的壽司
可是它依然有著經典的美味

♪  豆皮壽司 40$

（：另外很推薦他們家的天婦羅系列喔！）",positive
"價格稍貴 但某些食材會有優惠活動不錯。
離峰時段就容易入座用餐。",positive
"給一顆星都覺得多！ 有些評論不用看！ 直接看我這篇！
店內有給評論的活動 真的是不屑參與 直接把我真實想法反應上來！！！
米粒根本沒捏緊實一夾就散了 芥末獨立包裝自己拆就算了 醬油也用獨立包裝光是拆就拆了不少時間 再來醬油也沒補多一點我們3個人吃一下就沒了根本不夠用， 結果跟店員反應 拿了一整罐的過來， 那請問明明有整罐的， 放這些獨立包裝的在那是在整我們嗎？！
然後店員拿過來態度也非常不佳， 一句話都沒說， 是我們欠你錢還是怎樣？
壽司郎之前在桃園吃過3次 ，這次下來台南也想吃， 沒想到一樣的店差別那麼大， 鮭魚刺身也不新鮮明顯味道差非常多， 牛肉也是一樣， 不懂到底有沒有在用心 ！
甜點部分，除了 冰淇淋還ok ，焦糖千層派 上面那層整個烤焦 然後還一點也不脆 到底在幹嘛？感覺就是先做好再放回去冰箱等客人需要再拿出來🔥
吃過這幾次真的就這次感覺最差 ，不是賺到了一點錢就可以隨便， 沒有想要認真做就早點關關掉 ！ ！！",negative
"很愛吃壽司郎，給五顆。
多的一顆是給穿紫紅衣莊姓男員工的！（6/13 約16:10 ）
一顆是給貴公司的外帶單。

下午四點多想去外帶貴公司目前的行銷產品*鮭魚酪梨捲*
內用基本沒什麼客人，
一開始也沒看到員工，
自己拿了菜單填單。
非常詭異的是外帶菜單的彩色圖案有炸蝦酪梨捲，
（因為也很愛吃炸蝦酪梨捲，所以想說不然點那個好了）
結果右邊紙本菜單怎麼找都找不到
也沒有鮭魚酪梨捲💁‍♀️

請問你們的菜單一個是5G 、一個是4G、一個是3G嗎！ 同步很難嗎？
充滿納悶的時候，剛好看到莊姓員工走過
他看了我一眼，才剛要叫他就走掉了
之後走回來的時候問他現在有炸蝦酪梨捲嗎（因為你們菜單上有啊💢，沒有請劃掉！）
他說現在沒有，現在是鮭魚捲。
那我說菜單上的鮭魚捲呢
他說你自己寫就好了
之後就馬上走掉
這對話很平常，看起來很正常
重點態度都很高傲不耐煩
請問補杯子有那麼重要嗎
我也是真的有問題才問你吧
不然我要擲筊嗎？

真的很不好意思打擾到你了！

索性不讓你太忙，就不買了。",negative
壽司甜甜的很好吃棒極了，飲料好好喝。甜點好好吃。,positive
"目前不太需要排隊了！
東西精緻，有特色，
有預算考量，或是食量大的人，
可以點個炸蝦烏龍麵之類的，一碗100元，肚子先飽一半！",positive
吃完壽司順便參觀台南最大健身房。👍 …,positive
飛魚卵配茶碗蒸,positive
空間大，東西多 口感不錯,positive
壽司郎價格親民，重點新鮮！提早使用app訂位，就大約能抓時間到達報到,positive
東西很好吃，環境也很不錯。,positive
不要停外面的停車場。一小時要100塊,positive
"很常來離家近又方便.
服務態度好.偏愛炙燒系列&蟹肉茶碗蒸且愛吃雪花冰.
不同季節的都好吃",positive
個品項都不錯吃,positive
"附近好停車，生意很好記得先拿號碼牌
餐點就是正常壽司郎的表現",positive
建議先網路訂位，才不會等太久,positive
座位舒適好坐，整潔度尚可不到完美。餐點新鮮好吃服務態度也很好。值得再去。,positive
這次來人潮較多，但是整體有序,positive
"原本全家都是壽司郎西門店的忠實客戶,但現在絕對不會再去了
真心希望你們可以注重衛生以及做好品質管理

6/26跟姐姐全家共3個大人3位小孩，我們3位大人共同點了炙燒赤蝦，這是唯一三個大人吃一樣的項目，到了下午我突然肚子劇痛拉肚子，但拉完就沒事了，後來換姐夫拉肚子也是拉完沒事，最後是姐姐在半夜的時候開始狂拉肚子又加上狂吐，後來馬上送急診，醫生診斷後回覆應該是腸胃炎，吃壞肚子了，三個大人都有相同的症狀，更讓我們確定，真心希望西門店的主管能多注意衛生，還有...碗也常常洗不乾淨",negative
建議先訂位再過來😂,positive
"唯一缺點晚餐時間
晚餐時間要等很久",positive
"壽司的米真的很沒有口感
還沒吃就已經垮掉
炸物真的很難吃
只有 魚類 蝦類 是很可以的
吃了第二次  還是難以接受
不給第三次機會 🙄",negative
停車不方便，下班時間停車滿格，旁邊有停車場但標示不清，以為是壽司店的，結果是隔壁健身房，裡面的員工還一副很多人都停錯過的樣子，說你這要問隔壁健身房喔，有夠氣,negative
吃過蠻多次的，近期有吃到鮭魚握壽司的醋飯是溫溫的，希望多注意出餐品質。其餘一切都很好,positive
服務好流程順 好吃美味,positive
我沒進去吃，因為我在門口撿到一台PS5，好爽,positive
"內用因為疫情使用竹筷子，但是都沒有包裝，全部散裝在筷子盒很不衛生。
而且竹筷子品質很差，有的會刺手，有的感覺要發霉了⋯

壽司是好吃的",negative
東西賣相應該要稍微控管一下，魚跟飯分家，軍艦倒的倒，魚卵掉整盤，我想品相如果不好應該也不會有人拿，造成食材浪費，建議改進,positive
就迴轉壽司來說。食材滿豐富的。,positive
距離成大不遠,positive
甜點好吃,positive
"1、免洗筷全部都拆開放盒子裡，看起來一點也不衛生
2、桌邊的小湯匙本身跟裝湯匙的容器都有灰塵
3、最誇張的，點了一碗拉麵，打開蓋子發現蓋子內部黏著一個打開過的芥末包，我就想問別人使用的餐具收回去後有真的清潔過再給下一組客人使用嗎，根本就是食安問題，越想越噁心，絕對不敢再二訪",negative
要吃壽司郎的話 習慣在這間用餐 感覺比別間好吃一點,positive
新鮮好吃，服務佳,positive
"炙燒起司鮭魚、麻辣赤蝦、鮮蝦三貫是個人每次必點的！

赤燒鮭魚系列的都很好吃~
鮭魚、蝦等食材都很新鮮！

幾家連鎖壽司店裡，最喜歡的就是壽司郎！

唯一缺點就是集點很慢…
（跟金額無關，用餐一次就只有一點）",positive
比藏壽司好吃,positive
新鮮好吃😋每次去都很幸運不用等很久就有位子👍🏼服務人員態度都很好👍🏼 …,positive
東西好吃，只是要先預約,positive
看到衛生筷全部拆開放在裡面……印象超差,negative
"茶碗蒸蠻好吃，稍鹹
赤蝦蠻好吃
鮪魚、甜蝦、醬燒日本產干貝、鮭魚不錯
哈密瓜冰不錯，就是假假的味道
秋刀魚不錯，細刺蠻多
蒜香花枝天婦羅普，太油
蝦卵軍艦、花枝三貫、鮮蝦普
天婦羅拼盤不行，太油
干貝握壽司不行
服務態度佳
環境乾淨",positive
我愛壽司郎大於藏壽司🤤 …,positive
只能說我不會再去了,negative
比起台南其他間壽司郎，這間餐點品質更好一些～,positive
好吃根本不用多說！,positive
"外帶真的不行…
我們點600元的雙人壽司套餐
花枝跟蝦子握壽司吃起來糊糊黏黏的，
感覺不新鮮，且握壽司的米一夾就散掉…
另外，握壽司的海苔軟掉還黏在餐盒外面
疫情期間看到這樣
真的覺得有點噁心..
第一次吃就被這般品質嚇到
我想也不會有下一次了。",negative
點了拉麵送來喝了湯吃了麵真的覺得非常普通不好吃，蛤蠣味噌湯是溫的不熱，吃了2顆都沙子 湯也很鹹，重點是食材也不怎麼新鮮 晚上吃完回家 半夜就拉肚子了⋯⋯隔天繼續拉了好幾回 服務人員態度也有待加強感覺員工訓練不足，個人去高雄夢時代裡面的壽司郎感覺就很好，台南西門店再這樣繼續爛下去可能要看日子了,negative
物有所值，新鮮度很夠。,positive
"還行！
平價壽司的好選擇！",positive
服務超級好 食材新鮮 還會再去,positive
大切生鮭魚厚度明顯變薄，味道不如前，炙燒鮭魚肚是冰的，無炙燒的感覺，品質下降很多，不知道是不是品管出了問題,negative
